Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1192,160,2,24,2645,2,2,3,3,3,3,3,21,1,1,0,4,8,5,1999,2000,2,2,8,8,3,456,3,2,3,4,3,1,1,0,1,0,776,776,4,4,1,2,764,677,0,1441,0,0,2,1,2,1,3,5,7,0,0,1,1999,1,2,492,3,3,2,206,0,0,0,0,0,0,0,0,0,11,2007,9,5,174000
1193,50,7,60,9600,2,1,3,3,3,3,3,17,1,1,3,2,5,8,1925,1994,1,2,14,14,1,0,2,2,3,3,3,2,1,0,1,0,702,702,4,3,1,2,842,630,0,1472,0,0,1,0,3,1,3,6,7,0,0,1,1925,1,1,250,3,2,1,0,0,84,0,0,0,0,2,0,0,7,2007,9,5,125000
1194,120,7,0,4500,2,0,3,3,3,4,3,11,1,1,4,3,6,5,1999,1999,4,2,14,14,3,425,2,2,3,5,3,1,6,883,1,0,341,1224,4,4,1,2,1224,0,0,1224,1,0,2,0,2,1,2,5,7,0,0,5,1999,3,2,402,3,3,2,0,304,0,0,0,0,0,0,0,0,6,2009,9,5,165000
1195,60,5,80,9364,2,0,3,3,3,2,3,19,1,1,3,4,6,7,1969,1969,2,2,6,6,5,143,2,2,2,3,3,1,5,371,1,0,292,663,4,2,1,2,663,689,0,1352,0,0,1,1,4,1,2,7,7,0,0,5,1969,3,1,299,3,3,2,379,36,0,0,0,0,0,3,0,0,3,2010,9,5,158000
1196,60,5,51,8029,2,0,2,3,3,3,3,8,1,1,3,4,6,5,2005,2005,2,2,14,14,1,0,2,2,3,4,3,1,1,0,1,0,728,728,4,4,1,2,728,728,0,1456,0,0,2,1,3,1,3,8,7,0,0,5,2005,3,2,400,3,3,2,100,24,0,0,0,0,0,0,0,0,7,2008,9,5,176000
1197,60,5,58,14054,2,0,2,3,3,3,3,8,1,1,3,4,7,5,2006,2006,2,2,14,14,1,0,3,2,3,4,3,3,1,0,1,0,879,879,4,4,1,2,879,984,0,1863,0,0,2,1,4,1,3,9,7,1,4,3,2006,3,3,660,3,3,2,100,17,0,0,0,0,0,0,0,0,11,2006,6,1,219210
1198,75,7,65,8850,2,0,2,2,3,2,3,17,1,1,3,5,7,6,1916,1950,2,2,8,8,1,0,2,2,1,3,3,1,1,0,1,0,815,815,4,4,1,2,815,875,0,1690,0,0,1,0,3,1,2,7,7,1,4,1,1916,1,1,225,3,3,2,0,0,330,0,0,0,0,0,0,0,7,2006,3,5,144000
1199,20,5,70,9100,2,0,3,3,3,3,3,5,1,1,3,3,7,5,2001,2001,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,1212,1212,4,4,1,2,1212,0,0,1212,0,0,2,0,3,1,3,6,7,0,0,5,2001,2,2,573,3,3,2,356,0,0,0,0,0,0,0,0,0,6,2009,9,5,178000
1200,20,5,75,11235,2,0,3,3,3,3,3,19,1,1,3,3,4,5,1963,1979,2,2,6,6,3,51,2,2,2,3,3,1,3,547,1,0,504,1051,4,3,1,2,1382,0,0,1382,0,0,1,1,3,1,2,6,7,1,1,5,1974,1,2,459,3,3,2,0,82,0,0,0,0,0,0,0,0,10,2006,9,5,148000
1201,20,5,71,9353,2,0,3,3,3,3,3,12,1,1,3,3,4,5,1970,1970,2,2,8,8,1,0,2,2,2,3,3,1,1,0,1,0,864,864,4,3,1,2,864,0,0,864,0,0,1,0,3,1,2,5,7,0,0,5,1972,1,1,280,3,3,2,0,0,0,0,0,0,0,0,2,0,7,2006,0,0,116050
1202,60,5,80,10400,2,0,3,3,3,2,3,5,1,1,3,4,7,5,1998,1998,2,2,14,14,1,0,2,2,3,4,3,3,1,0,1,0,866,866,4,4,1,2,866,913,0,1779,0,0,2,1,3,1,3,6,7,0,0,5,1998,2,2,546,3,3,2,198,36,0,0,0,0,0,0,0,0,3,2009,9,5,197900
1203,50,7,50,6000,2,0,3,3,3,2,3,3,1,1,3,2,5,8,1925,1997,2,2,15,15,1,0,2,2,1,3,3,1,1,0,1,0,884,884,4,4,1,2,884,464,0,1348,1,0,1,0,3,1,2,5,7,1,2,1,1960,1,1,216,3,3,0,0,0,208,0,0,0,0,0,0,0,5,2009,9,5,117000
1204,20,5,75,9750,2,0,3,3,3,3,3,5,1,1,3,3,7,5,2000,2001,2,2,14,14,3,171,3,2,3,4,3,1,1,0,1,0,1630,1630,4,4,1,2,1630,0,0,1630,0,0,2,0,3,1,3,6,7,1,3,5,2000,1,2,451,3,3,2,74,234,0,0,0,0,0,0,0,0,10,2009,9,5,213000
1205,20,5,78,10140,2,0,3,3,3,3,3,16,1,1,3,3,5,6,1975,1975,2,2,6,6,1,0,2,2,2,4,3,1,5,788,1,0,268,1056,4,4,1,2,1074,0,0,1074,1,0,1,1,3,1,2,6,7,0,0,5,1975,2,2,495,3,3,2,0,88,0,0,0,0,0,3,0,0,7,2006,9,5,153500
1206,20,5,90,14684,2,0,2,3,3,1,3,20,1,1,3,3,7,7,1990,1991,4,2,6,6,3,234,3,2,2,4,3,2,5,485,4,177,1496,2158,4,3,1,2,2196,0,0,2196,0,0,2,0,3,1,3,7,7,1,3,5,1990,2,3,701,3,3,2,84,70,0,0,0,0,0,0,0,0,6,2009,9,5,271900
1207,20,4,0,8900,2,0,3,3,3,3,3,20,1,1,3,3,4,4,1966,1966,2,2,6,6,1,0,2,2,2,3,3,1,3,1056,1,0,0,1056,4,2,1,2,1056,0,0,1056,1,0,1,0,2,1,2,5,7,0,0,1,1966,1,1,384,3,3,2,0,42,0,0,0,0,0,3,0,0,11,2006,9,5,107000
1208,20,5,70,9135,2,0,3,3,3,3,3,5,1,1,3,3,6,5,2003,2003,2,2,14,14,3,120,3,2,3,4,3,3,6,340,1,0,1342,1682,4,4,1,2,1700,0,0,1700,1,0,2,0,3,1,3,7,7,0,0,5,2003,2,2,544,3,3,2,192,23,0,0,0,0,0,0,0,0,5,2006,9,5,200000
1209,20,5,70,7763,2,0,3,3,3,3,3,12,1,1,3,3,5,7,1962,1980,2,2,8,8,1,0,2,3,2,3,3,1,3,504,4,108,319,931,4,2,1,2,1283,0,0,1283,1,0,1,0,3,1,2,6,7,0,0,1,1980,1,2,506,3,3,2,0,0,0,0,0,0,0,0,0,0,10,2008,9,5,140000
1210,20,5,85,10182,2,0,2,3,3,1,3,21,4,1,3,3,8,5,2006,2006,4,2,14,14,5,420,3,2,3,5,3,2,6,1220,1,0,440,1660,4,4,1,2,1660,0,0,1660,1,0,2,0,3,1,3,8,7,1,4,5,2006,2,2,500,3,3,2,322,50,0,0,0,0,0,0,0,0,5,2006,6,1,290000
1211,60,5,70,11218,2,0,3,3,3,3,3,20,1,1,3,4,6,5,1992,1992,2,2,15,15,1,0,3,2,3,4,3,1,1,0,1,0,1055,1055,4,4,1,2,1055,790,0,1845,0,0,2,1,3,1,3,8,7,1,3,5,1992,2,2,462,3,3,2,635,104,0,0,0,0,0,4,2,400,5,2010,9,5,189000
1212,50,5,152,12134,2,0,2,2,3,3,2,8,1,1,3,2,8,7,1988,2005,2,2,15,15,1,0,3,2,5,4,3,3,6,427,1,0,132,559,4,3,1,2,1080,672,0,1752,0,0,2,0,4,1,2,8,7,0,0,4,1988,2,2,492,3,3,2,325,12,0,0,0,0,0,0,0,0,6,2010,9,5,164000
1213,30,5,50,9340,2,0,3,3,3,3,3,7,1,1,3,3,4,6,1941,1950,4,2,8,8,1,0,2,2,2,3,3,1,3,344,1,0,328,672,4,2,1,2,672,0,0,672,1,0,1,0,2,1,2,4,7,0,0,5,1941,1,1,234,3,3,0,0,113,0,0,0,0,0,0,0,0,8,2009,9,5,113000
1214,80,5,0,10246,2,0,2,3,3,1,3,19,1,1,3,7,4,9,1965,2001,2,2,14,14,1,0,2,3,2,3,4,3,6,648,1,0,0,648,4,4,1,2,960,0,0,960,1,1,0,0,0,1,2,3,7,0,0,5,1965,1,1,364,3,3,2,88,0,0,0,0,0,0,0,0,0,5,2006,9,5,145000
1215,85,5,69,10205,2,0,2,3,3,3,3,12,1,1,3,6,5,5,1962,1962,2,2,8,8,1,0,2,2,2,3,3,3,4,784,1,0,141,925,4,2,1,2,999,0,0,999,1,0,1,0,3,1,2,6,7,0,0,5,1962,1,1,300,3,3,2,150,72,0,0,0,0,0,0,0,0,5,2006,9,5,134500
1216,20,5,99,7094,2,0,2,3,3,3,3,19,1,1,3,3,5,5,1966,1966,2,2,14,14,1,0,2,2,2,3,3,1,3,180,2,374,340,894,4,2,1,2,894,0,0,894,0,0,1,0,3,1,2,5,7,0,0,1,1966,2,1,384,3,3,2,0,0,0,0,0,0,0,3,0,0,5,2007,9,5,125000
1217,90,7,68,8930,2,0,3,3,3,3,3,19,9,1,1,2,6,5,1978,1978,2,2,14,14,1,0,2,2,4,0,0,0,0,0,0,0,0,0,4,2,1,2,1318,584,0,1902,0,0,2,0,4,2,2,8,7,0,0,5,1978,1,2,539,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2010,9,5,112000
1218,20,2,72,8640,2,0,3,3,3,3,3,21,1,1,3,3,8,5,2009,2009,2,2,5,5,5,72,3,2,3,4,3,2,6,936,1,0,364,1300,4,4,1,2,1314,0,0,1314,1,0,2,0,3,1,3,6,7,0,0,5,2009,2,2,552,3,3,2,135,112,0,0,0,0,0,0,0,0,9,2009,6,1,229456
1219,50,7,52,6240,2,0,3,3,3,3,3,3,1,1,3,2,4,5,1947,1950,2,2,0,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,4,3,0,2,672,240,0,912,0,0,1,0,2,1,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,9,5,80500
1220,160,7,21,1680,2,0,3,3,3,3,3,2,1,1,0,4,6,5,1971,1971,2,2,5,5,3,236,2,2,2,3,3,1,1,0,1,0,672,672,4,2,1,2,672,546,0,1218,0,0,1,1,3,1,2,7,7,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,4,2006,9,0,91500
1221,20,5,66,7800,2,0,2,3,3,3,3,12,1,1,3,3,5,5,1964,1964,2,2,15,15,1,0,2,2,2,3,3,1,3,312,2,600,0,912,4,2,1,2,912,0,0,912,0,0,1,0,2,1,2,5,7,0,0,5,1964,1,1,288,3,3,2,0,0,0,0,0,0,0,0,0,0,11,2006,9,0,115000
1222,20,5,55,8250,2,0,3,3,3,3,3,19,2,1,3,3,5,5,1968,1968,4,2,6,6,1,0,2,2,2,3,3,1,4,250,2,492,210,952,4,4,1,2,1211,0,0,1211,0,0,1,0,3,1,2,5,7,1,3,5,1968,1,1,322,3,3,2,0,63,0,0,0,0,0,0,0,0,8,2008,9,5,134000
1223,50,5,78,10496,2,0,3,3,3,3,3,12,3,1,3,2,6,6,1949,1950,2,2,15,15,3,320,2,2,2,3,3,2,3,196,1,0,844,1040,4,4,1,2,1168,678,0,1846,0,0,2,0,3,1,2,7,7,1,4,5,1949,1,1,315,3,3,2,0,0,0,0,0,0,0,2,0,0,1,2007,9,5,143000
1224,20,5,89,10680,2,0,3,3,3,3,3,12,1,1,3,3,5,3,1951,1951,4,2,15,15,3,44,2,2,2,3,2,1,2,756,1,0,1380,2136,4,2,0,3,2136,0,0,2136,0,0,2,0,4,1,2,7,4,0,0,1,1951,1,2,528,3,3,2,0,30,0,0,0,0,0,3,0,0,10,2006,9,5,137900
1225,60,5,60,15384,2,0,2,3,3,3,3,8,5,1,3,4,7,5,2004,2005,2,2,14,14,1,0,3,2,3,4,3,3,6,724,1,0,64,788,4,4,1,2,788,702,0,1490,1,0,2,1,3,1,3,8,7,1,4,5,2004,3,2,388,3,3,2,100,75,0,0,0,0,0,0,0,0,2,2008,9,5,184000
1226,80,5,65,10482,2,0,3,3,3,3,3,12,1,1,3,7,6,8,1958,1958,4,2,14,14,3,63,2,3,2,3,3,3,6,507,1,0,81,588,4,4,1,2,1138,0,0,1138,0,1,1,0,3,1,2,6,7,0,0,5,1958,2,1,264,3,3,2,224,0,0,0,0,0,0,1,0,0,6,2007,9,5,145000
1227,60,5,86,14598,2,0,2,3,3,1,3,21,2,1,3,4,6,5,2007,2007,2,2,14,14,5,74,3,2,3,4,3,2,1,0,1,0,894,894,4,4,1,2,894,1039,0,1933,0,0,2,1,4,1,3,9,7,1,4,3,2007,3,3,668,3,3,2,100,18,0,0,0,0,0,0,0,0,1,2008,9,5,214000
1228,20,5,72,8872,2,0,3,3,3,2,3,12,1,1,3,3,5,8,1965,2008,2,2,14,14,3,300,2,2,2,3,3,1,5,595,1,0,317,912,4,4,1,2,912,0,0,912,1,0,1,0,2,1,3,5,7,0,0,1,1992,1,2,576,3,3,2,0,240,0,0,0,0,0,0,0,0,12,2008,9,5,147000
1229,120,5,65,8769,2,0,3,3,3,2,3,15,1,1,4,3,9,5,2008,2008,4,2,8,8,3,766,4,2,3,5,3,1,6,1540,1,0,162,1702,4,4,1,2,1702,0,0,1702,1,0,1,1,1,1,4,7,7,1,4,5,2008,3,3,1052,3,3,2,0,72,0,0,224,0,0,0,0,0,10,2008,6,1,367294
1230,80,5,70,7910,2,0,3,3,3,3,3,12,1,1,3,7,5,5,1960,1960,4,2,3,6,1,0,2,2,2,3,3,1,5,666,1,0,409,1075,4,3,1,2,1507,0,0,1507,0,0,2,0,4,1,2,7,3,0,0,4,1960,1,1,404,3,3,2,0,0,0,0,0,0,0,2,0,0,8,2008,9,5,127000
1231,90,5,0,18890,2,0,2,3,3,3,3,19,2,9,1,2,5,5,1977,1977,6,2,10,10,1,1,2,2,2,4,3,1,6,498,3,211,652,1361,4,4,1,2,1361,1259,0,2620,0,0,2,2,4,2,2,12,7,1,3,3,1977,2,2,600,3,3,0,155,24,145,0,0,0,0,0,4,8300,8,2007,9,5,190000
1232,90,5,70,7728,2,0,3,3,3,3,3,12,1,1,1,7,5,6,1962,1962,4,2,15,15,3,120,2,2,2,3,3,3,5,803,1,0,303,1106,4,2,1,2,1190,0,0,1190,1,0,1,0,3,1,2,6,7,0,0,5,1962,1,2,540,3,3,2,0,18,0,0,0,0,0,2,0,0,5,2006,9,5,132500
1233,90,5,70,9842,2,0,3,3,3,4,3,12,1,1,1,3,4,5,1962,1962,2,2,6,6,1,0,2,2,4,0,0,0,0,0,0,0,0,0,4,2,1,2,1224,0,0,1224,0,0,2,0,2,2,2,6,7,0,0,2,1962,1,2,462,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2007,9,5,101800
1234,20,5,0,12160,2,0,2,3,3,3,3,12,1,1,3,3,5,5,1959,1959,4,2,10,10,3,180,2,2,2,3,3,1,3,1000,1,0,188,1188,4,1,1,2,1188,0,0,1188,1,0,1,0,3,1,2,6,7,0,0,5,1959,2,2,531,3,3,2,0,0,0,0,0,0,0,3,0,0,5,2010,5,0,142000
1235,70,4,55,8525,2,0,3,2,3,3,3,18,1,1,3,4,5,6,1911,1950,2,2,8,8,1,0,2,2,3,3,3,3,1,0,1,0,940,940,4,2,0,3,1024,940,0,1964,0,0,1,1,4,1,2,7,7,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,11,2008,9,0,130000
1236,70,5,96,13132,2,0,3,3,3,3,3,6,1,1,3,4,5,5,1914,1950,2,2,15,15,1,0,2,2,1,4,3,2,1,0,1,0,747,747,4,3,1,4,892,892,0,1784,0,0,1,1,4,1,2,9,7,0,0,1,1914,1,1,180,2,2,0,203,40,0,0,0,0,0,0,0,0,7,2006,9,5,138887
1237,160,5,36,2628,2,0,3,3,3,3,3,15,1,1,0,4,7,5,2003,2003,2,2,14,16,5,106,3,2,3,4,3,1,1,0,1,0,764,764,4,4,1,2,764,862,0,1626,0,0,2,1,2,1,3,6,7,0,0,3,2003,2,2,474,3,3,2,0,27,0,0,0,0,0,0,0,0,6,2010,9,5,175500
1238,60,5,41,12393,2,0,1,3,3,4,3,5,1,1,3,4,7,5,2004,2005,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,847,847,4,4,1,2,847,1101,0,1948,0,0,2,1,4,1,3,8,7,1,4,3,2004,3,2,434,3,3,2,100,48,0,0,0,0,0,0,0,0,9,2006,9,5,195000
1239,20,5,63,13072,2,0,3,3,3,3,3,20,9,1,3,3,6,5,2005,2005,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,1141,1141,4,4,1,2,1141,0,0,1141,0,0,1,1,3,1,2,6,7,0,0,1,2005,1,2,484,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2006,9,0,142500
1240,20,5,64,9037,2,0,2,1,3,3,3,23,1,1,3,3,8,5,2006,2006,4,2,14,14,3,32,3,2,3,4,3,3,6,428,1,0,1048,1476,4,4,1,2,1484,0,0,1484,0,0,2,0,2,1,4,6,7,1,4,5,2006,2,2,472,3,3,2,120,33,0,0,0,0,0,0,0,0,12,2007,9,5,265900
1241,60,5,65,8158,2,0,3,3,3,3,3,5,1,1,3,4,7,5,2003,2003,2,2,14,14,3,252,3,2,3,4,3,1,6,550,1,0,334,884,4,4,1,2,884,884,0,1768,1,0,2,1,3,1,3,8,7,0,0,5,2003,2,2,543,3,3,2,0,63,0,0,0,0,0,0,0,0,7,2008,9,5,224900
1242,20,5,83,9849,2,0,3,3,3,3,3,21,1,1,3,3,7,6,2007,2007,4,2,14,14,5,0,3,2,3,4,3,3,1,0,1,0,1689,1689,4,4,1,2,1689,0,0,1689,0,0,2,0,3,1,3,7,7,0,0,5,2007,2,3,954,3,3,2,0,56,0,0,0,0,0,0,0,0,6,2007,6,1,248328
1243,85,5,85,10625,2,0,3,3,3,3,3,16,1,1,3,6,7,6,1974,1974,2,2,10,10,3,81,2,2,2,4,3,4,6,885,2,168,0,1053,4,2,1,2,1173,0,0,1173,1,0,2,0,3,1,3,6,7,2,3,5,1974,2,2,528,3,3,2,0,120,0,0,0,0,0,3,0,0,1,2010,9,2,170000
1244,20,5,107,13891,2,0,3,3,3,3,3,15,1,1,3,3,10,5,2006,2006,2,2,14,14,0,0,4,2,3,5,4,4,6,1386,1,0,690,2076,4,4,1,2,2076,0,0,2076,1,0,2,1,2,1,4,7,7,1,4,5,2006,3,3,850,3,3,2,216,229,0,0,0,0,0,0,0,0,9,2006,6,1,465000
1245,70,5,0,11435,2,0,2,1,3,2,2,6,1,1,3,4,8,7,1929,1950,2,2,3,13,1,0,2,2,3,4,3,1,1,0,1,0,792,792,4,1,1,2,792,725,0,1517,0,0,1,0,3,1,3,7,7,2,4,1,1931,1,2,400,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2006,9,5,230000
1246,80,5,78,12090,2,0,3,3,3,3,3,16,1,1,3,7,6,7,1984,2003,4,2,14,14,3,74,2,2,2,4,3,1,1,0,1,0,585,585,4,4,1,2,1140,728,0,1868,0,0,3,1,3,1,2,7,7,1,3,3,1984,3,2,477,3,3,2,268,112,0,0,147,0,0,0,0,0,1,2007,9,0,178000
1247,60,2,65,8125,2,0,3,3,3,3,3,21,1,1,3,4,7,5,2005,2006,2,2,14,14,1,0,3,2,3,4,3,1,1,0,1,0,756,756,4,4,1,2,756,797,0,1553,0,0,2,1,3,1,3,6,7,0,0,5,2005,2,2,615,3,3,2,0,45,0,0,0,0,0,0,0,0,3,2006,6,1,186500
1248,80,5,0,12328,2,0,2,3,3,3,3,11,1,1,3,7,6,5,1976,1976,2,2,6,6,3,335,2,2,2,3,3,3,6,539,1,0,473,1012,4,2,1,2,1034,0,0,1034,1,0,1,0,3,1,2,6,7,0,0,5,1976,1,3,888,3,3,2,0,0,0,0,0,0,0,0,0,0,5,2010,9,5,169900
1249,75,7,60,9600,2,1,3,3,3,3,3,17,1,1,3,5,6,5,1917,1950,2,2,0,0,1,0,2,2,1,4,3,1,3,319,1,0,416,735,1,1,0,2,1134,924,0,2058,0,0,1,1,3,1,2,8,7,1,4,1,1950,1,2,396,2,2,1,0,0,259,0,0,0,0,0,0,0,4,2008,9,5,129500
1250,20,5,60,7200,2,0,3,3,3,3,3,12,1,1,3,3,5,7,1950,1950,2,2,8,8,1,0,2,2,2,3,3,1,4,534,3,96,246,876,4,2,1,2,988,0,0,988,0,0,1,0,3,1,2,6,7,0,0,5,1950,1,1,276,3,3,2,0,80,0,0,0,0,0,0,0,0,5,2007,9,5,119000
1251,20,5,93,11160,2,0,3,3,3,2,3,12,1,1,3,3,7,5,1968,1968,4,2,3,3,1,0,3,2,2,3,3,1,5,1065,1,0,1045,2110,4,4,1,2,2110,0,0,2110,1,0,2,1,3,1,4,8,7,2,3,5,1968,3,2,522,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2010,9,5,244000
1252,120,5,0,3136,2,0,2,3,3,2,3,15,1,1,4,3,7,5,2003,2003,2,2,14,16,5,163,3,2,3,4,3,1,1,0,1,0,1405,1405,4,4,1,2,1405,0,0,1405,0,0,2,0,2,1,3,6,7,1,4,5,2003,2,2,478,3,3,2,148,36,0,0,0,0,0,0,0,0,3,2006,9,5,171750
1253,20,5,62,9858,2,0,3,3,3,3,3,11,1,1,3,3,5,6,1968,1968,2,2,6,6,1,0,2,2,2,3,3,1,4,510,1,0,354,864,4,2,1,2,874,0,0,874,1,0,1,0,3,1,2,5,7,0,0,5,1968,2,1,288,3,3,2,33,0,0,0,0,0,0,2,2,600,11,2009,9,5,130000
1254,60,5,0,17542,2,0,2,3,3,3,3,24,1,1,3,4,7,7,1974,2003,2,2,15,15,1,0,3,2,2,3,3,4,2,125,5,1031,36,1192,4,2,1,2,1516,651,0,2167,1,0,2,1,3,1,3,9,7,2,4,5,1974,2,2,518,3,3,2,220,47,0,0,0,0,0,3,0,0,7,2007,9,5,294000
1255,60,5,60,6931,2,0,3,3,3,3,3,7,1,1,3,4,7,5,2003,2004,2,2,14,14,5,92,3,2,3,4,3,1,1,0,1,0,746,746,4,4,1,2,760,896,0,1656,0,0,2,1,3,1,3,7,7,1,4,3,2003,3,2,397,3,3,2,178,128,0,0,0,0,0,0,0,0,7,2008,9,5,165400
1256,50,7,52,6240,2,0,3,3,3,3,3,3,1,1,3,2,6,6,1931,1950,2,2,15,15,1,0,2,2,1,3,2,1,2,425,1,0,459,884,4,2,1,3,959,408,0,1367,0,0,1,0,3,1,2,6,7,1,4,1,1978,1,1,560,3,3,2,0,0,0,0,120,0,0,0,0,0,11,2007,9,5,127500
1257,20,5,91,14303,2,0,2,3,3,2,3,13,1,1,3,3,8,5,1994,1994,4,2,6,6,3,554,3,2,3,4,3,4,6,1314,1,0,672,1986,4,4,1,2,1987,0,0,1987,1,0,2,0,2,1,3,7,7,1,3,5,1994,3,2,691,3,3,2,262,36,0,0,0,0,0,0,0,0,8,2008,9,5,301500
1258,30,5,56,4060,2,0,3,3,3,2,3,7,2,1,3,3,5,8,1922,1950,2,2,15,15,1,0,2,2,3,2,3,1,1,0,1,0,864,864,4,4,1,2,864,0,0,864,0,0,1,0,2,1,2,4,7,0,0,0,0,0,0,0,0,0,2,0,96,0,0,0,0,0,0,0,0,7,2009,9,5,99900
1259,80,5,59,9587,2,0,2,3,3,3,3,8,1,1,3,7,7,5,2005,2005,2,2,14,14,5,182,3,2,3,4,3,4,6,655,1,0,201,856,4,4,1,2,1166,0,0,1166,1,0,2,0,2,1,3,5,7,0,0,5,2005,3,2,400,3,3,2,212,0,0,0,0,0,0,0,0,0,7,2008,9,5,190000
1260,20,5,65,9750,2,0,3,3,3,4,3,12,1,1,3,3,6,8,1969,1969,2,2,6,6,1,0,2,2,2,4,3,1,5,602,2,438,14,1054,4,3,1,2,1054,0,0,1054,1,0,1,1,3,1,2,6,7,0,0,5,1969,1,2,460,3,3,2,180,0,0,0,80,0,0,0,0,0,7,2008,9,5,151000
1261,60,5,0,24682,2,0,0,3,3,1,3,8,5,1,3,4,6,5,1999,1999,2,2,14,14,1,0,2,2,3,4,3,1,1,0,1,0,841,841,4,4,1,2,892,783,0,1675,0,0,2,1,3,1,2,7,7,1,3,3,1999,3,2,502,3,3,2,0,103,0,0,0,0,0,0,0,0,6,2009,9,5,181000
1262,20,5,80,9600,2,0,3,3,3,3,3,12,1,1,3,3,5,6,1956,1956,4,2,8,8,1,0,2,2,2,3,3,1,3,504,1,0,546,1050,4,3,1,2,1050,0,0,1050,0,0,1,0,2,1,2,5,7,0,0,5,1956,1,1,338,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,9,5,128900
1263,50,5,0,11250,2,0,3,3,3,3,3,4,1,1,3,2,4,5,1957,1989,2,2,15,15,1,0,2,2,2,3,3,3,1,0,1,0,1104,1104,4,4,1,3,1104,684,0,1788,1,0,1,0,5,1,2,8,5,2,3,5,1957,1,1,304,3,3,2,120,0,0,0,0,0,0,0,0,0,11,2009,9,5,161500
1264,70,5,60,13515,2,2,3,3,3,3,3,3,1,1,3,4,6,6,1919,1950,1,2,15,15,1,0,2,2,3,3,3,1,1,0,1,0,764,764,4,4,1,3,1060,764,0,1824,0,0,1,0,3,1,2,8,7,1,4,1,1940,1,2,520,3,3,0,0,0,126,0,0,0,0,4,0,0,7,2007,9,5,180500
1265,120,4,34,4060,2,0,3,3,3,3,3,12,1,1,4,3,6,5,1998,1999,2,2,8,8,1,0,3,2,3,4,3,1,6,266,1,0,1139,1405,4,4,1,2,1337,0,0,1337,1,0,2,0,2,1,3,5,7,0,0,5,1998,3,2,511,3,3,2,144,68,0,0,0,0,0,0,0,0,8,2008,5,0,181000
1266,160,2,35,3735,2,0,3,3,3,0,3,21,1,1,4,4,7,5,1999,1999,4,2,8,8,3,218,3,2,3,4,3,1,6,450,1,0,241,691,4,4,1,2,713,739,0,1452,1,0,2,1,3,1,3,6,7,0,0,1,1999,1,2,506,3,3,2,0,34,0,0,0,0,0,0,0,0,3,2006,9,5,183900
1267,190,7,60,10120,2,0,2,2,3,3,3,17,2,1,2,5,7,4,1910,1950,4,2,15,15,1,0,1,2,2,3,3,1,1,0,1,0,925,925,4,2,0,4,964,925,0,1889,0,0,1,1,4,2,2,9,7,1,4,1,1960,1,1,308,3,3,0,0,0,264,0,0,0,0,3,0,0,1,2007,9,5,122000
1268,20,5,89,13214,2,0,2,1,3,3,3,23,1,1,3,3,9,5,2008,2009,4,2,13,5,1,0,4,2,3,5,3,4,1,0,1,0,2002,2002,4,4,1,2,2018,0,0,2018,0,0,2,0,3,1,4,10,7,1,4,5,2009,3,3,746,3,3,2,144,76,0,0,0,0,0,0,0,0,5,2010,9,5,378500
1269,50,5,0,14100,2,0,2,3,3,3,2,6,1,1,3,2,8,9,1935,1997,2,2,13,13,3,632,2,3,2,3,3,2,3,192,1,0,536,728,4,4,1,2,1968,1479,0,3447,0,0,3,1,4,1,3,11,7,2,4,3,1982,1,3,1014,3,3,2,314,12,0,0,0,0,0,2,0,0,5,2008,9,5,381000
